/plant1/pump, 2023-06-05 00:06:43.588571, off
/plant1/pump, 2023-06-05 00:06:13.400271, off
/plant1/pump, 2023-06-05 00:05:43.210387, off
/plant1/pump, 2023-06-05 00:05:13.016725, off
/plant1/pump, 2023-06-05 00:04:42.830799, off
/plant1/pump, 2023-06-05 00:04:12.631727, off
/plant1/pump, 2023-06-05 00:03:42.447810, off
/plant1/pump, 2023-06-05 00:03:12.251046, off
/plant1/pump, 2023-06-05 00:02:42.075408, off
/plant1/pump, 2023-06-05 00:02:11.900706, off
/plant1/pump, 2023-06-05 00:01:41.730118, off
/plant1/pump, 2023-06-05 00:01:11.570021, off
/plant1/pump, 2023-06-05 00:00:41.391552, off
/plant1/pump, 2023-06-05 00:00:11.199868, off
/plant1/pump, 2023-06-04 23:59:41.025235, off
/plant1/pump, 2023-06-04 23:59:10.844622, off
/plant1/pump, 2023-06-04 23:58:40.681972, off
/plant1/pump, 2023-06-04 23:58:10.525993, off
/plant1/pump, 2023-06-04 23:57:40.346197, off
/plant1/pump, 2023-06-04 23:57:10.155416, off
/plant1/pump, 2023-06-04 23:56:39.918816, off
/plant1/pump, 2023-06-04 23:56:09.734411, off
/plant1/pump, 2023-06-04 23:55:39.551149, off
/plant1/pump, 2023-06-04 23:55:09.364680, off
/plant1/pump, 2023-06-04 23:54:39.178360, off
/plant1/pump, 2023-06-04 23:54:08.990473, off
/plant1/pump, 2023-06-04 23:53:38.800382, off
/plant1/pump, 2023-06-04 23:53:08.603977, off
/plant1/pump, 2023-06-04 23:52:38.413593, 0
/plant1/pump,2023-06-04 23:52:23.423085, off
/plant1/pump,2023-06-04 23:52:22.128059, off
/plant1/pump,2023-06-04 23:52:20.983505, off
/plant1/pump,2023-06-04 23:52:19.827905, off
/plant1/pump,2023-06-04 23:52:18.679810, off
/plant1/pump,2023-06-04 23:52:17.538462, off
/plant1/pump,2023-06-04 23:52:16.322481, off
/plant1/pump,2023-06-04 23:52:15.176713, off
/plant1/pump,2023-06-04 23:52:14.014330, off
/plant1/pump,2023-06-04 23:52:12.852657, off
/plant1/pump,2023-06-04 23:52:11.696745, off
/plant1/pump,2023-06-04 23:52:10.529583, off
/plant1/pump,2023-06-04 23:52:09.358522, off
/plant1/pump,2023-06-04 23:52:08.200163, off
/plant1/pump,2023-06-04 23:52:07.031146, off
/plant1/pump,2023-06-04 23:52:05.787063, off
/plant1/pump,2023-06-04 23:52:04.608295, off
/plant1/pump,2023-06-04 23:52:03.423466, off
/plant1/pump,2023-06-04 23:52:02.234400, off
/plant1/pump,2023-06-04 23:52:01.074743, off
/plant1/pump,2023-06-04 23:51:59.915720, off
/plant1/pump,2023-06-04 23:51:58.753651, off
/plant1/pump,2023-06-04 23:51:57.594159, off
/plant1/pump,2023-06-04 23:51:56.438089, off
/plant1/pump,2023-06-04 23:51:55.282338, off
/plant1/pump,2023-06-04 23:51:54.119377, off
/plant1/pump,2023-06-04 23:51:52.953531, off
/plant1/pump,2023-06-04 23:51:51.795565, off
/plant1/pump,2023-06-04 23:51:50.627030, off
/plant1/pump,2023-06-04 23:51:49.464204, off
/plant1/pump,2023-06-04 23:51:48.309758, off
/plant1/pump,2023-06-04 23:51:47.144839, off
/plant1/pump,2023-06-04 23:51:45.983639, off
/plant1/pump,2023-06-04 23:51:44.830836, off
/plant1/pump,2023-06-04 23:51:43.667353, off
/plant1/pump,2023-06-04 23:51:42.497060, off
/plant1/pump,2023-06-04 23:51:41.336019, off
/plant1/pump,2023-06-04 23:51:40.177818, off
/plant1/pump,2023-06-04 23:51:39.014442, off
/plant1/pump,2023-06-04 23:51:37.854958, off
/plant1/pump,2023-06-04 23:51:36.687674, off
/plant1/pump,2023-06-04 23:51:35.519716, off
/plant1/pump,2023-06-04 23:51:34.361907, off
/plant1/pump,2023-06-04 23:51:33.207583, off
/plant1/pump,2023-06-04 23:51:32.041789, off
/plant1/pump,2023-06-04 23:51:30.889853, off
/plant1/pump,2023-06-04 23:51:29.730994, off
/plant1/pump,2023-06-04 23:51:28.566318, off
/plant1/pump,2023-06-04 23:51:27.401315, off
/plant1/pump,2023-06-04 23:51:26.244197, off
/plant1/pump,2023-06-04 23:51:25.083911, off
/plant1/pump,2023-06-04 23:51:23.926331, off
/plant1/pump,2023-06-04 23:51:22.766651, off
/plant1/pump,2023-06-04 23:51:21.610016, off
/plant1/pump,2023-06-04 23:51:20.446898, off
/plant1/pump,2023-06-04 23:51:19.289501, off
/plant1/pump,2023-06-04 23:51:18.130908, off
/plant1/pump,2023-06-04 23:51:16.974884, off
/plant1/pump,2023-06-04 23:51:15.810828, off
/plant1/pump,2023-06-04 23:51:14.638138, off
/plant1/pump,2023-06-04 23:51:13.477422, off
/plant1/pump,2023-06-04 23:51:12.299764, off
/plant1/pump,2023-06-04 23:51:11.139457, off
