/plant1/pump_alarm, 2023-06-05 01:00:07.882430, 0
/plant1/pump_alarm, 2023-06-05 01:00:02.122996, 0
/plant1/pump_alarm, 2023-06-05 00:59:56.912790, 0
/plant1/pump_alarm, 2023-06-05 00:59:51.743441, 0
/plant1/pump_alarm, 2023-06-05 00:59:46.577742, 0
/plant1/pump_alarm, 2023-06-05 00:59:41.406461, 0
/plant1/pump_alarm, 2023-06-05 00:59:36.241787, 0
/plant1/pump_alarm, 2023-06-05 00:59:31.074825, 0
/plant1/pump_alarm, 2023-06-05 00:59:25.900184, 0
/plant1/pump_alarm, 2023-06-05 00:59:20.739957, 0
/plant1/pump_alarm, 2023-06-05 00:59:15.579107, 0
/plant1/pump_alarm, 2023-06-05 00:59:10.403662, 0
/plant1/pump_alarm, 2023-06-05 00:59:05.236279, 0
/plant1/pump_alarm, 2023-06-05 00:59:00.063359, 0
/plant1/pump_alarm, 2023-06-05 00:58:54.904019, 0
/plant1/pump_alarm, 2023-06-05 00:58:49.741704, 0
/plant1/pump_alarm, 2023-06-05 00:58:44.579419, 0
/plant1/pump_alarm, 2023-06-05 00:58:39.412660, 0
/plant1/pump_alarm, 2023-06-05 00:58:34.245100, 0
/plant1/pump_alarm, 2023-06-05 00:58:29.082835, 0
/plant1/pump_alarm, 2023-06-05 00:58:23.916209, 0
/plant1/pump_alarm, 2023-06-05 00:58:18.749467, 0
/plant1/pump_alarm, 2023-06-05 00:58:13.583376, 0
/plant1/pump_alarm, 2023-06-05 00:58:08.411824, 0
/plant1/pump_alarm, 2023-06-05 00:58:03.211670, 0
/plant1/pump_alarm, 2023-06-05 00:57:58.036605, 0
/plant1/pump_alarm, 2023-06-05 00:57:52.872620, 0
/plant1/pump_alarm, 2023-06-05 00:57:47.716232, 0
/plant1/pump_alarm, 2023-06-05 00:57:42.555365, 0
/plant1/pump_alarm, 2023-06-05 00:57:37.387023, 0
/plant1/pump_alarm, 2023-06-05 00:57:32.224071, 0
/plant1/pump_alarm, 2023-06-05 00:57:27.059142, 0
/plant1/pump_alarm, 2023-06-05 00:57:21.888537, 0
/plant1/pump_alarm, 2023-06-05 00:57:16.180485, 0
/plant1/pump_alarm, 2023-06-05 00:57:11.015422, 0
/plant1/pump_alarm, 2023-06-05 00:57:05.853531, 0
/plant1/pump_alarm, 2023-06-05 00:57:00.699766, 0
/plant1/pump_alarm, 2023-06-05 00:56:55.536270, 0
/plant1/pump_alarm, 2023-06-05 00:56:50.373033, 0
/plant1/pump_alarm, 2023-06-05 00:56:45.206628, 0
/plant1/pump_alarm, 2023-06-05 00:56:40.046802, 0
/plant1/pump_alarm, 2023-06-05 00:56:34.877946, 0
/plant1/pump_alarm, 2023-06-05 00:56:29.715379, 0
/plant1/pump_alarm, 2023-06-05 00:56:24.547174, 0
/plant1/pump_alarm, 2023-06-05 00:56:19.377202, 0
/plant1/pump_alarm, 2023-06-05 00:56:14.207133, 0
/plant1/pump_alarm, 2023-06-05 00:56:09.036130, 0
/plant1/pump_alarm, 2023-06-05 00:56:03.865343, 0
/plant1/pump_alarm, 2023-06-05 00:55:58.698364, 0
/plant1/pump_alarm, 2023-06-05 00:55:53.538480, 0
/plant1/pump_alarm, 2023-06-05 00:55:48.376979, 0
/plant1/pump_alarm, 2023-06-05 00:55:43.216486, 0
/plant1/pump_alarm, 2023-06-05 00:55:38.046836, 0
/plant1/pump_alarm, 2023-06-05 00:55:32.878137, 0
/plant1/pump_alarm, 2023-06-05 00:55:27.706833, 0
/plant1/pump_alarm, 2023-06-05 00:55:22.547249, 0
/plant1/pump_alarm, 2023-06-05 00:55:17.381980, 0
/plant1/pump_alarm, 2023-06-05 00:55:12.220790, 0
/plant1/pump_alarm, 2023-06-05 00:55:07.066735, 0
/plant1/pump_alarm, 2023-06-05 00:55:01.479242, 0
/plant1/pump_alarm, 2023-06-05 00:54:56.308151, 0
/plant1/pump_alarm, 2023-06-05 00:54:51.144200, 0
/plant1/pump_alarm, 2023-06-05 00:54:45.973428, 0
/plant1/pump_alarm, 2023-06-05 00:54:40.804639, 0
/plant1/pump_alarm, 2023-06-05 00:54:35.644482, 0
/plant1/pump_alarm, 2023-06-05 00:54:30.472626, 0
/plant1/pump_alarm, 2023-06-05 00:54:25.308217, 0
/plant1/pump_alarm, 2023-06-05 00:54:20.147799, 0
/plant1/pump_alarm, 2023-06-05 00:54:14.991685, 0
/plant1/pump_alarm, 2023-06-05 00:54:09.822266, 0
/plant1/pump_alarm, 2023-06-05 00:54:04.617738, 0
/plant1/pump_alarm, 2023-06-05 00:53:59.448127, 0
/plant1/pump_alarm, 2023-06-05 00:53:54.284854, 0
/plant1/pump_alarm, 2023-06-05 00:53:49.132795, 0
